id,migration_status,migration_reasoning
12494,non_migrated,Prose writer from Zhytomyr region; career entirely in Ukraine with national prizes.
12495,non_migrated,Violinist from Zakarpattia; trained in Moscow then returned to work as soloist in Uzhhorod Ukraine.
12496,non_migrated,Theatre artist born in Kharkiv; career at Kharkiv institutions throughout.
12497,non_migrated,Composer and singer born in Mukacheve; career in Ukraine.
12499,non_migrated,Actor born in Belarus; has worked at Sumy theatre in Ukraine since 1980.
12501,non_migrated,Prose writer born in Poland; career at Kyiv film and literary institutions in Ukraine.
12506,non_migrated,Painter born in Abakan Russia; moved to Feodosiia Crimea from 1986 and worked in Ukraine.
12508,non_migrated,Painter born in Odesa; studied in Moscow then returned to work in Odesa Ukraine.
12511,non_migrated,Painter born in Kyiv; career entirely in Ukraine.
12512,non_migrated,Graphic artist born in Kyiv; career in Ukraine (left NSPHU 1991; no emigration noted).
12514,unknown,Singer (soprano) born 1885 with unclear fate; performed in Russian cities pre-Soviet era and biography is incomplete.
12517,non_migrated,Literary scholar from Odesa region; career at Odesa University throughout.
12526,non_migrated,Painter born in Lutsk; studied in Kyiv and works in Ukraine.
12528,non_migrated,Choral conductor from Lviv region; career at Lviv institutions with national honours.
12531,non_migrated,Writer from Kherson region; career entirely in Ukraine as journalist and writer.
12538,non_migrated,Musicologist born in Lviv; career in Ukraine as scholar and NSPHU member.
12539,migrated,Composer born in Munich Germany; moved to Canada in 1949 and spent entire adult life there.
12542,non_migrated,Actor from Sumy region; career at Ukrainian theatres with national prizes.
12543,non_migrated,Singer (soprano) born in Georgia; worked throughout career in Ukraine (Poltava).
12544,non_migrated,Art scholar born in Lviv; career at Lviv institutions.
12545,non_migrated,Actor from Donetsk region; career at Ukrainian theatres.
12546,non_migrated,Pianist born in Kyiv; career in Ukraine as performer and pedagogue.
12548,non_migrated,Writer from Rivne region; career in Ukraine and Lithuania (literary prize) but based in Ukraine.
12550,non_migrated,Literary scholar from Lviv region; career at Lviv University throughout.
12552,non_migrated,Graphic artist and architect from Kyiv region; taught in Algeria 1976-80 (temporary assignment) then returned to Ukraine.
12553,non_migrated,Painter from Dnipro region; studied and worked in Ukraine throughout.
12554,non_migrated,Sculptor from Ternopil region; career at Lviv art institutions.
12555,non_migrated,Graphic artist born in Vinnytsia; career entirely in Vinnytsia Ukraine.
12556,non_migrated,Graphic artist born in Kharkiv Russia; moved to Kryvyi Rih Ukraine and worked there from 1976.
12557,non_migrated,Painter from Chernivtsi region; studied in Kursk Russia then based in Ternopil Ukraine from 1967.
12558,non_migrated,Painter from Khmelnytskyi region; career in Lutsk Ukraine throughout.
12559,non_migrated,Monumental artist from Kyiv region; career entirely in Ukraine with national prizes.
12560,non_migrated,Painter from Khmelnytskyi region; career in Ukraine as National Artist.
12565,non_migrated,Writer from Cherkasy region; career entirely in Ukraine.
12569,non_migrated,Director from Kryvyi Rih; career at Ukrainian theatres.
12571,non_migrated,Writer born in Rivne; career and publications entirely in Ukraine.
12572,non_migrated,Decorative arts artist from Lviv region; career at Lviv institutions.
12573,non_migrated,Poet from Kirovohrad region; career at Kharkiv and Ukrainian institutions.
12574,non_migrated,Violinist born in Kyiv; competed internationally but career based in Ukraine.
12575,non_migrated,Actor from Dnipro; career at Ukrainian theatres and institutions.
12576,non_migrated,Writer born in Chernivtsi; career in Ukraine as Honoured Artist of Ukraine.
12578,migrated,Photographer born in Kirovohrad; emigrated in 1999 (destination truncated but departure from Ukraine confirmed).
12580,non_migrated,Painter born in Serpukhov Russia; studied in Odesa and worked in Ukraine throughout.
12581,non_migrated,Pianist born in Zelenodolsk Russia (Tatarstan); trained in Kazan then career at Ukrainian conservatory.
12583,non_migrated,Art scholar from Volyn region; career at Kharkiv and Ukrainian institutions.
12584,non_migrated,Writer born in Mykolaiv; career entirely in Ukraine.
12588,non_migrated,Singer (soprano) born in Cherkasy region; career in Ukraine with Kyiv Conservatory training.
12590,non_migrated,Singer (soprano) born in Kyiv; career at Kyiv Conservatory and Ukrainian institutions.
12595,migrated,Graphic artist from Ternopil region; moved to Edmonton Canada from 1990 and joined Ukrainian Canadian organisations.
12597,non_migrated,Singer (baritone) born in Poltava; career at National Opera of Ukraine in Kyiv.
12598,non_migrated,Decorative artist from Ternopil region; worked in Kursk Russia briefly then returned to Ukraine.
12599,non_migrated,Architect born in Rivne; career in Ukraine with national prizes.
12601,non_migrated,Writer from Ternopil region; career entirely in Ukraine.
12602,non_migrated,Composer from Zhytomyr region; career in Ukraine with national honours.
12603,non_migrated,Painter from Ternopil region; career in Ukraine with national prizes.
12604,non_migrated,Decorative artist from Khmelnytskyi region; studied in Moscow then career in Ukraine.
12605,non_migrated,Painter born in Ivano-Frankivsk; career at Ukrainian art institutions.
12607,non_migrated,Pop singer born in Magadan Russia; trained in Lviv and worked in Ukraine as member of Brat'ia Hadiukyni.
12608,non_migrated,Painter from Sumy region; trained in Kharkiv and career in Ukraine.
12609,non_migrated,Singer from Kherson region; career at Ukrainian opera and choral institutions.
12612,non_migrated,Poet from Vinnytsia region; career and publications in Ukraine.
12614,non_migrated,Director from Rivne region; career at Ukrainian theatre and university institutions.
12615,non_migrated,Actor from Vinnytsia region; trained in Khabarovsk Russia then career at Kyiv theatre in Ukraine.
12617,deported,Crimean Tatar born 1938 in Crimea; studied in Dushanbe and worked in Leninabad (Tajikistan) — consistent with 1944 Soviet mass deportation of Crimean Tatars as special settlers; returned to Crimea only from 1967.
12618,non_migrated,Writer born in Mykolaiv region; career entirely in Ukraine.
12619,non_migrated,Poet from Ternopil region; career in Ukraine as church figure and writer.
12620,non_migrated,Writer from Chernivtsi region; career at Lviv and Ukrainian institutions.
12626,non_migrated,Poet from Donetsk region; studied in Moscow (literary institute) then worked in Mariupol Ukraine.
12627,non_migrated,Painter from Berdychiv; career at Ternopil art institutions in Ukraine.
12629,non_migrated,Literary scholar born in Kyiv; career at Kyiv University throughout.
12630,non_migrated,Architect born in Odesa; career at Odesa institutions with national prizes.
12635,non_migrated,Director and choreographer born in Odesa; studied in Leningrad then career in Ukraine.
12641,non_migrated,Writer from Cherkasy region; career entirely in Ukraine.
12643,non_migrated,Translator born in Armenia; career as translator in Ukraine (Kyiv) and Armenia — based in Ukrainian scholarly sphere.
12650,non_migrated,Architect from Odesa region; career at Odesa institutions with national prizes.
12652,non_migrated,Graphic artist born in Poti Georgia; career at Odesa and Ukrainian institutions.
12656,non_migrated,Ceramicist from Poltava region; career at Ukrainian art institutions with national honours.
12659,non_migrated,Architect from Poltava region; career at Lviv institutions in Ukraine.
12661,unknown,Cultural figure born 1892 in Kharkiv region; active in 1919 era with incomplete biography and unknown fate.
12665,non_migrated,Art scholar born in Crimea; career at Ukrainian museum and art institutions.
12669,non_migrated,Painter born in Irkutsk Russia; studied in Kyiv and worked in Ukraine throughout adult career.
12675,non_migrated,Prose writer from Poltava region; career at Kharkiv and Ukrainian institutions.
12676,non_migrated,Singer (soprano) born in Zhytomyr; career at international competitions but based in Ukraine.
12677,non_migrated,Literary scholar born in Kyiv; career at Kyiv University and Ukrainian institutions.
12679,non_migrated,Sculptor born in Kyiv; career entirely in Ukraine.
12681,non_migrated,Painter from Lviv region; career entirely in Ukraine.
12682,non_migrated,Violinist from Stryi Lviv region; career at Lviv Conservatory and Ukrainian institutions.
12683,non_migrated,Pianist born in Lviv; career at Lviv Conservatory and Ukrainian institutions.
12684,non_migrated,Conductor from Stryi Lviv region; career at Lviv Philharmonic and Ukrainian institutions.
12687,non_migrated,Sculptor from Ivano-Frankivsk region; career at Ukrainian art institutions with national honours.
12693,non_migrated,Poet from Sumy region; career and publications entirely in Ukraine.
12698,non_migrated,Pop singer from Cherkasy region; career in Ukraine in 1989-2000s.
12705,migrated,Ukrainian cultural figure born in Harbin Manchuria China; lived and worked in Far East diaspora outside Soviet sphere.
12706,migrated,Ukrainian cultural figure born in Harbin Manchuria China; active in Ukrainian diaspora community in the Far East outside Soviet sphere.
12707,non_migrated,Director born in Boyarka Kyiv region; career at Kyiv film institutions with Shevchenko Prize.
12709,non_migrated,Architect from Khmelnytskyi region; career at Kyiv and Ukrainian institutions.
12712,non_migrated,Director born in Zaporizhzhia; career at Ukrainian film and theatre institutions.
12713,non_migrated,Painter born in Zaporizhzhia; studied in Odesa and Lviv then career in Ukraine.
12717,non_migrated,Graphic artist born in Cherkasy; career at Cherkasy and Ukrainian institutions.
12719,migrated,Writer born in Kharkiv; emigrated from 1973 and has lived in New York USA since then.
12720,non_migrated,Singer born in Kherson; worked in Tajikistan opera 1975-78 (short-term career placement) then career in Ukraine.
12723,non_migrated,Singer (soprano) from Chernihiv region; career at Ukrainian institutions.
12724,non_migrated,Architect born in Kyiv; career at Kyiv institutions throughout.
12726,non_migrated,Architect from Dnipro region; trained in Moscow then career at Ukrainian institutions.
12727,unknown,Painter born in Kyiv; arrested by KGB in 1973 for underground exhibition — biography truncated and subsequent fate unclear.
12729,non_migrated,Decorative artist from Chernivtsi region; career in Ukraine.
12730,non_migrated,Singer (tenor) from Cherkasy region; career at Kyiv Conservatory and Ukrainian institutions.
12735,non_migrated,Architect from Kharkiv region; career at Kharkiv institutions with national honours.
12737,non_migrated,Poet from Kharkiv region; career at Kharkiv and Ukrainian institutions.
12738,non_migrated,Literary scholar from Dnipro; career at Dnipro University throughout.
12741,non_migrated,Monumental artist from Zaporizhzhia region; trained in Leningrad then career in Ukraine.
12742,non_migrated,Painter born in Tula Russia; trained in Kharkiv and career at Kharkiv institutions in Ukraine.
12743,non_migrated,Graphic artist born in Kharkiv; career entirely at Kharkiv institutions.
12744,non_migrated,Painter from Chernihiv region; trained in Odesa then career in Ukraine.
12748,non_migrated,Actor born in Kyiv; worked in Kalinin/Tver Russia 1978-84 then returned to Kyiv theatre career in Ukraine.
12750,non_migrated,Graphic artist born in Kyiv; career at Kyiv art institutions throughout.
12752,non_migrated,Painter born in Kharkiv; career at Kharkiv institutions throughout.
12755,non_migrated,Singer (tenor) from Ternopil region; career at Ukrainian opera institutions.
12758,non_migrated,Actor from Lviv region; career at Lviv theatre institutions.
12760,non_migrated,Painter from Mariupol Donetsk region; career in Mariupol Ukraine.
12761,non_migrated,Graphic artist born in Lutsk; career at Kyiv and Ukrainian institutions.
12762,non_migrated,Graphic artist from Ternopil region; career at Ukrainian art institutions.
12764,non_migrated,Sculptor born in Kyiv; career at Lviv and Ukrainian institutions.
12765,non_migrated,Sculptor born in Lviv; member of Latvia Artists Union in 1990s but primary career in Ukraine — likely temporary residency.
12766,non_migrated,Sculptor born in Lviv; career at Lviv institutions throughout.
12767,non_migrated,Sculptor born in Lviv; career at Lviv institutions throughout.
12770,non_migrated,Painter from Zakarpattia region; career in Uzhhorod Ukraine throughout.
12775,non_migrated,Violinist from Volyn region; career at Ukrainian military ensemble in Kyiv.
12782,non_migrated,Sculptor born in Kyiv; career at Kyiv art institutions throughout.
12784,non_migrated,Singer (mezzo-soprano) born in Cherkasy; career at Kyiv military ensemble and Ukrainian institutions.
12786,non_migrated,Actor from Dnipro region; career at Odesa theatres in Ukraine.
12788,non_migrated,Writer from Chernihiv region; career and publications entirely in Ukraine.
12790,non_migrated,Writer born in Amur region Russia; worked in Odesa Ukrainian media throughout career.
12791,non_migrated,Graphic artist born in Kyiv; career at Kyiv institutions throughout.
12792,non_migrated,Sculptor born in Yakutia Russia; career at Kyiv institutions in Ukraine.
12793,non_migrated,Theatre artist born in Chirchiq Uzbekistan; worked in Uzbekistan then moved to Ukraine and joined NSPHU (1993).
12795,non_migrated,Painter born in Chirchiq Uzbekistan; trained in Tashkent then moved to Ukraine and joined NSPHU (2013).
12796,non_migrated,Architect born in Lviv; career at Lviv and Rivne institutions in Ukraine.
12797,non_migrated,Writer from Ivano-Frankivsk region; career entirely in Ukraine.
12799,non_migrated,Actor born in Kyiv; career at Kyiv theatre and university institutions.
12802,non_migrated,Decorative artist born in Kyiv; career at Kyiv institutions throughout.
12803,non_migrated,Painter born in Kyiv; career at Kyiv art institutions throughout.
12810,non_migrated,Singer (alto) born in Kemerovo Russia; moved to Ukraine and career at Ukrainian institutions.
12813,non_migrated,Pianist born in Odesa; career at Odesa Conservatory throughout.
12814,non_migrated,Art scholar from Zhytomyr region; career at Kyiv and Ukrainian institutions.
12815,non_migrated,Architect born in Leningrad; came to Ukraine and career at Kyiv institutions (no departure from Ukraine).
12817,non_migrated,Graphic artist born in Kyiv; career at Kyiv art institutions throughout.
12820,non_migrated,Actor born in Kherson region; career at Kherson theatre throughout.
12827,migrated,Ukrainian writer born in Seret Romania; active as writer and publisher in Romania — lifelong residency outside Ukraine.
12828,non_migrated,Sculptor from Khmelnytskyi region; career at Ukrainian art institutions.
12829,non_migrated,Singer (mezzo-soprano) from Ivano-Frankivsk region; career at Ivano-Frankivsk and Ukrainian institutions.
12830,non_migrated,Prose writer from Zaporizhzhia region; career entirely in Ukraine.
12833,non_migrated,Musicologist born in Kemerovo Russia; trained in Saratov then career at Ukrainian conservatory institutions.
12834,non_migrated,Painter from Volyn region; career entirely in Ukraine.
12835,non_migrated,Art scholar from Khmelnytskyi region; trained in Leningrad then career at Ukrainian institutions.
12837,non_migrated,Painter born in Kyiv; career at Kyiv art institutions with national honours.
12839,non_migrated,Sculptor from Vinnytsia region; career at Lviv and Ukrainian institutions.
12840,non_migrated,Cinematographer born in Lutsk; career at Ukrainian film institutions with Shevchenko Prize.
12841,non_migrated,Painter born in Simferopol; lived in Crimea until 2014 then relocated within Ukraine after Russian annexation — internal displacement not Soviet-era emigration.
12843,non_migrated,Conductor born in Drohobych; career at Lviv institutions throughout.
12844,non_migrated,Literary scholar from Chernihiv region; career at Ukrainian research institutions.
12845,non_migrated,Literary scholar born in Chernivtsi; career at Ukrainian university institutions.
12847,non_migrated,Literary scholar from Kirovohrad region; career at Ukrainian institutions.
12848,non_migrated,Painter from Ivano-Frankivsk region; studied in Kazakhstan then career in Ukraine.
12852,non_migrated,Painter from Kharkiv region; career at Mariupol and Ukrainian art institutions.
12860,non_migrated,Painter born in Vinnytsia; studied in Moscow then career in Vinnytsia Ukraine.
12861,non_migrated,Painter born in Sevastopol; studied in Tashkent then career in Crimea/Ukraine.
12862,non_migrated,Poet from Zakarpattia; career entirely in Ukraine with Shevchenko Prize.
12863,non_migrated,Singer (baritone) from Zhytomyr region; career at Ukrainian choral and teaching institutions.
12864,non_migrated,Photographer from Rivne region; career entirely in Ukraine.
12865,non_migrated,Singer (soprano) from Volyn region; career at Poltava institutions in Ukraine.
12868,non_migrated,Musicologist born in Kharkiv; career at Kharkiv and Ukrainian institutions.
12871,migrated,Painter born in Kyiv; moved to Prague Czech Republic in 1994 and has worked there since.
12873,non_migrated,Painter born in Lviv; career at Lviv art institutions throughout.
12874,non_migrated,Graphic artist from Berdyansk; career at Ukrainian art institutions.
12875,non_migrated,Graphic artist born in Lviv; career at Lviv institutions.
12877,non_migrated,Monumental artist born in Cherkasy; career at Ukrainian art institutions with national honours.
12878,non_migrated,Graphic artist born in Karaganda Kazakhstan; moved to Ukraine and career at Dnipro institutions.
12879,non_migrated,Singer (soprano) from Odesa region; career at Odesa opera and Ukrainian institutions.
12884,non_migrated,Sculptor born in Odesa; career at Odesa art institutions.
12885,non_migrated,Sculptor born in Kyiv; trained in Leningrad then career at Kyiv institutions.
12886,non_migrated,Painter born in Leningrad; trained there then career at Kyiv institutions in Ukraine.
12888,non_migrated,Painter from Donetsk region; career at Kyiv art institutions.
12889,non_migrated,Architect born in Dnipro; career at Dnipro institutions with national prizes.
12891,non_migrated,Art scholar from Zakarpattia; career at National Museum of Ukraine in Kyiv.
12897,non_migrated,Painter from Khmelnytskyi region; studied in Moscow then career at Ukrainian institutions.
