id,migration_status,migration_reasoning
2045,non_migrated,Director and actor born in Kryvyi Rih who studied in Ukraine and Russia (for study) and worked in Ukraine.
2048,non_migrated,Cinema artist born and working in Kyiv; career in Ukraine.
2049,non_migrated,Crimean Tatar actor born in Tashkent who studied there and in Moscow then settled and worked in Crimea/Ukraine.
2051,non_migrated,Literary scholar who studied in Poltava and works in Dnipropetrovsk; career in Ukraine.
2054,non_migrated,Poet born in Dzhambul (Kazakhstan) who studied and worked in Kharkiv; career in Ukraine.
2057,non_migrated,Applied arts artist born and working in Dnipropetrovsk; career in Ukraine.
2058,non_migrated,Painter born in Vyatka (Russia) who worked in Ukraine from 1931.
2063,non_migrated,Art scholar born in Sofia who studied in Lviv and worked at Lviv art institutions throughout career.
2066,internal_transfer,Voluntarily moved to Russia; became Narodny Khudozhnyk RF (1981); academician and vice-president of Russian Academy of Arts; career entirely in Russia.
2067,non_migrated,Writer born in Kyiv who studied in Lviv and worked in Ukrainian publications and theatres.
2072,non_migrated,Singer born in Kharkiv region who studied and worked in Ukrainian opera.
2073,non_migrated,Singer born in Novosibirsk (Russia) who studied in Lviv and worked in Ukrainian theatres.
2076,non_migrated,Sculptor born in Odesa who studied in Moscow (for study) and worked in Ukraine.
2081,non_migrated,Painter born in Dnipropetrovsk region who studied and worked in Ukraine.
2083,non_migrated,Applied arts artist born in Kosiv who studied and works in Ukraine.
2084,non_migrated,Art scholar born in Donetsk region who studied in Ivano-Frankivsk and worked in Ukraine.
2085,non_migrated,Painter born in Zaporizhzhia who studied in Kyiv and works in Ukraine.
2087,non_migrated,Artist born on Solovetsky Islands (Russia) who studied in Lviv and worked in Ukraine.
2088,non_migrated,Conductor born in Ryazan region (Russia) who studied in Ukraine and received Ukrainian honorary title; career in Ukraine despite one stint as chief conductor in Macedonia.
2090,non_migrated,Graphic artist born in Ryazan region (Russia) who studied in Kharkiv and taught there; career in Ukraine.
2092,non_migrated,Monumental artist born in Luhansk region who studied in Kharkiv and worked in Ukraine.
2093,non_migrated,Musician born in Lviv region who studied and plays in Lviv ensembles.
2094,non_migrated,Painter born in Balta (Odesa region) who worked in Kyrgyzstan during WWII then returned; career in Ukraine.
2095,non_migrated,Painter born in Primorsky Krai (Russia) who studied and worked in Kyiv; career in Ukraine.
2099,non_migrated,Designer born in Kosiv region who studied in Lviv and works in Ukraine.
2100,migrated,Described as Ukrainian poet in Slovakia; born in Slovakia and spent career there as poet and civic figure.
2102,non_migrated,Actor born in Illichivsk who studied in Dnipropetrovsk and worked in Ukrainian theatres.
2104,non_migrated,Conductor born in Chernivtsi region who studied in Moscow (for study) and has worked in Ukraine from 1990.
2109,non_migrated,Monumental artist born in Nizhyn who studied and works in Kyiv; career in Ukraine.
2110,non_migrated,Painter born in Zaporizhzhia who studied in Leningrad (for study) and worked in Ukraine.
2113,non_migrated,Opera singer born in Poltava who worked at Perm (1965–74) then Kharkiv theatres; returned to Ukraine career.
2115,non_migrated,Painter born and working in Kyiv; career in Ukraine.
2116,non_migrated,Artist born in Rivne who studied in Dnipropetrovsk and Kyiv; career in Ukraine.
2118,internal_transfer,Soprano who received Zasluzheniy Artist RSFSR (1970) and won Prague Spring competition; graduated Moscow Conservatory; career centered in Russia.
2119,non_migrated,Graphic artist born in Volgograd region (Russia) who studied in Kharkiv and worked in Rivne; career in Ukraine.
2120,non_migrated,Theatre artist born in Primorsky Krai (Russia) who studied in Kharkiv and worked in Rivne; career in Ukraine.
2122,non_migrated,Actor born in Okhtyrka who studied in Dnipropetrovsk and works in Cherkasy theatre.
2126,non_migrated,Decorative arts artist born in Vinnytsia region who studied in Moscow (for study) and worked in Ukraine from 1988.
2130,non_migrated,Painter born in Uman who studied and worked in Kyiv; career in Ukraine.
2131,non_migrated,Painter born in Zaporizhzhia who studied in Moscow (for study) and worked in Zaporizhzhia from 1971.
2133,non_migrated,Literary scholar born in Kremenchuk who studied and worked in Kyiv and Dnipropetrovsk; career in Ukraine.
2135,non_migrated,Literary scholar born in Chernivtsi region who studied there and worked in Ukraine.
2140,non_migrated,Theatre artist born and working in Kyiv; career in Ukraine.
2147,non_migrated,Singer born in Lviv region who studied in Kyiv and worked in Ukrainian ensembles.
2149,non_migrated,Singer born in Brest region (Belarus) who studied in Lviv and worked in Ukrainian theatres.
2150,migrated,Described as artist and researcher of history of Ukrainians in Canada; from 1924 in Canada; studied and lived in Vancouver.
2151,non_migrated,Graphic artist born in Rivne region who studied in Lviv and worked in Kyiv; career in Ukraine.
2152,non_migrated,Painter born in Rivne who studied in Kyiv and works in Ukraine.
2153,non_migrated,Painter born and working in Kharkiv; career in Ukraine.
2159,non_migrated,Musicologist born in Kyiv who studied and teaches in Kyiv; career in Ukraine.
2160,internal_transfer,Sculptor born in Balta who worked at the Bolshoy Theatre in Moscow 1933–62; long-term voluntary career in Russia.
2162,non_migrated,Opera singer born in Novgorod region (Russia) who studied in Lviv and worked in Ukraine.
2163,non_migrated,Writer born in Kyiv who studied there and worked in Ukrainian press; career in Ukraine.
2164,non_migrated,Poet born in Kyiv who studies at Literary Institute in Moscow but works as methodist in Kyiv; career based in Ukraine.
2166,non_migrated,Actor born in Sumy region who studied in Kyiv and works in Ukrainian theatres.
2172,non_migrated,Painter born in Cherkasy region who studied in Kharkiv and works in Zhytomyr; career in Ukraine.
2173,non_migrated,Director born in Kamensk-Uralsky (Russia) who studied in Kyiv and received Ukrainian national honours; career in Ukraine.
2176,migrated,Born in Saskatchewan Canada in 1913; lived in Winnipeg; graduated Manitoba University; entire life and career in Canada.
2179,non_migrated,Poet born in Kharkiv who studied and worked in Kharkiv; career in Ukraine.
2180,non_migrated,Applied arts artist born and working in Lviv; career in Ukraine.
2181,non_migrated,Painter born and working in Kyiv; career in Ukraine.
2184,internal_transfer,Cinema artist who studied in Moscow (VKHUTEMAS and VGIK) and worked at Moscow studios from 1927; career in Russia.
2191,non_migrated,Playwright born in Luhansk region who graduated from Kharkiv Theatrical Institute and worked in Donetsk and Kharkiv theatres; career in Ukraine.
2193,non_migrated,Graphic artist born in Drohobych region who studied and worked in Lviv; career in Ukraine.
2195,non_migrated,Architect born in Ivano-Frankivsk region who studied in Lviv and works in Ukraine.
2197,non_migrated,Singer born in Zakarpattia who studied in Uzhhorod and works in Ukraine.
2198,non_migrated,Pop singer born in Ivano-Frankivsk who studied in Kyiv and works in Ukraine.
2202,non_migrated,Ceramicist born in Ivano-Frankivsk region who studied in Kosiv and Lviv and works in Ukraine.
2204,non_migrated,Painter born in Mykolaiv region who studied in Dnipropetrovsk and Kyiv and worked in Ukraine.
2205,non_migrated,Graphic artist born in Sumy region who studied in Kyiv and works in Ukraine.
2206,non_migrated,Composer born in Donetsk who studied in Kyiv and worked in Zaporizhzhia; career in Ukraine.
2207,non_migrated,Jazz singer born in Odesa who performed with Moscow ensembles temporarily but based in Ukraine.
2208,non_migrated,Painter born in Ternopil region who studied in Lviv and has worked in Ukraine since 1963.
2212,migrated,Left Ukraine in 1944 to Poland then Germany (Heidelberg 1946); spent adult life in Western Europe; emigrated from Soviet sphere.
2221,non_migrated,Painter born and working in Kharkiv/Odesa; career in Ukraine.
2222,non_migrated,Art scholar and radio journalist born in Kyiv region who studied in Kyiv and works in Ukraine.
2225,non_migrated,Architect born and working in Kharkiv; career in Ukraine.
2226,non_migrated,Opera singer born in Poltava who studied in Kyiv and worked at Kyiv opera; career in Ukraine.
2229,non_migrated,Graphic artist born in Mykolaiv region who studied in Kharkiv and worked in Ukraine.
2231,non_migrated,Singer-songwriter born in Poltava who studied in Kharkiv and works in Ukraine.
2232,non_migrated,Poet born in Ternopil region who works in Ukraine.
2234,non_migrated,Choreographer born in Khmelnytskyi who studied and works in Ukraine.
2235,non_migrated,Singer born in Stavropol region (Russia) who studied in Leningrad and works in Ukraine.
2238,non_migrated,Singer born in Ternopil region who studied in Lviv and works in Ukraine.
2239,non_migrated,Director born in Odesa region who studied in Kharkiv and works in Ukraine.
2240,non_migrated,Writer born and working in Kyiv; career in Ukraine.
2247,non_migrated,Singer born in Zaporizhzhia region who studied in Kyiv and works in Ukraine.
2248,non_migrated,Poet born in Kharkiv region who studied in Kharkiv and works in Ukraine.
2253,non_migrated,Actor born in Mykolaiv region who studied in Odesa and worked in Ukrainian theatres.
2256,non_migrated,Literary scholar born in Kyiv who studied and works at Kyiv University.
2257,non_migrated,Director born in Zhytomyr region who studied and works in Ukraine.
2259,non_migrated,Conductor born in Cherkasy region who studied in Sverdlovsk (for study) and Kyiv and works in Ukraine.
2262,non_migrated,Architect born in Vinnytsia region who studied in Zhmerynka and Leningrad (for study) and worked in Ukraine.
2265,non_migrated,Painter born in Ivano-Frankivsk region who studied in Lviv and works in Ukraine.
2267,non_migrated,Painter born in Ivano-Frankivsk region who studied in Lviv and works in Ukraine.
2268,non_migrated,Poet born in Ivano-Frankivsk region who studied at Prykarpattia University and works in Ukraine.
2269,non_migrated,Costume artist born in Odesa who studied in Kyiv and works in Ukraine.
2270,non_migrated,Designer born in Kharkiv who studied and works there; career in Ukraine.
2271,non_migrated,Graphic artist and art historian born in Poltava region who studied in Kyiv and works in Ukraine.
2272,non_migrated,Singer born in Dnipropetrovsk who studied there and works in Ukraine.
2274,non_migrated,Actor born in Zhytomyr region who studied in Kyiv and works in Ukrainian theatres.
2281,non_migrated,Conductor born in Kyiv who studied in Kyiv and works in Ukraine.
2282,non_migrated,Actor born in Kharkiv who studied and works in Ukraine.
2283,non_migrated,Opera singer born in Astrakhan region (Russia) who studied in Ukraine and works in Ukraine.
2286,non_migrated,Graphic artist born in Kyiv who studied and works in Ukraine.
2289,non_migrated,Graphic artist born in Tambov (Russia) who studied in Kharkiv and works in Ukraine.
2290,non_migrated,Painter born in Sevastopol who studied in Moscow (for study) and works in Sevastopol; career in Ukraine.
2291,non_migrated,Singer born in Kharkiv region who studied in Chisinau (for study) and works in Ukraine.
2292,non_migrated,Violinist born in Chernivtsi who won international competitions but career based in Ukraine.
2293,non_migrated,Actor born in Vladivostok (Russia) who studied in Arkhangelsk and Kyiv and works in Ukraine.
2297,non_migrated,Graphic artist born in Leningrad who studied in Moscow and works in Dnipropetrovsk; career in Ukraine.
2298,non_migrated,Sculptor born in Tashkent who studied in Tajikistan (Soviet) and worked in Chernivtsi and Ivano-Frankivsk; career in Ukraine.
2299,non_migrated,Architect born in Truskavets who studied and works in Ukraine.
2300,non_migrated,Painter born in Poltava who studied in Kharkiv and works in Ukraine.
